date,revenue,discount_pct,promo_flag,marketing_spend,stockout_flag,category
2024-08-21,1008.36,0,0,50.43,0,A
2024-08-22,883.19,0,0,45.46,0,B
2024-08-23,903.19,0,0,20.61,0,C
2024-08-24,817.97,0,0,74.92,0,C
2024-08-25,905.22,0,0,47.3,0,C
2024-08-26,892.32,0,0,77.26,0,A
2024-08-27,951.66,0,0,37.2,0,A
2024-08-28,1015.15,0,0,71.98,0,C
2024-08-29,980.13,0,0,75.34,0,C
2024-08-30,896.26,0,0,53.41,0,A
2024-08-31,765.85,0,0,32.16,0,B
2024-09-01,871.0,0,0,61.11,0,C
2024-09-02,869.59,0,0,52.94,0,A
2024-09-03,983.47,0,0,76.67,0,C
2024-09-04,930.45,0,0,46.36,0,A
2024-09-05,960.89,0,0,36.11,0,A
2024-09-06,840.43,0,0,28.3,0,C
2024-09-07,779.28,0,0,61.92,0,B
2024-09-08,874.95,0,0,78.45,0,B
2024-09-09,915.34,0,0,21.7,0,C
2024-09-10,945.39,0,0,64.43,0,A
2024-09-11,1043.64,0,0,75.62,0,B
2024-09-12,921.79,0,0,24.49,0,B
2024-09-13,871.08,0,0,26.61,0,C
2024-09-14,838.75,0,0,61.52,0,A
2024-09-15,856.23,5,1,491.63,0,B
2024-09-16,962.83,5,1,461.68,0,B
2024-09-17,947.02,0,0,70.07,0,B
2024-09-18,2415.68,0,0,51.41,0,C
2024-09-19,995.02,0,0,74.43,0,B
2024-09-20,207.33,0,0,72.68,1,C
2024-09-21,730.92,0,0,68.75,0,C
2024-09-22,906.43,0,0,50.95,0,C
2024-09-23,1005.77,0,0,35.1,0,C
2024-09-24,190.19,0,0,50.36,0,B
2024-09-25,904.05,0,0,26.05,0,A
2024-09-26,927.65,0,0,59.53,0,C
2024-09-27,857.8,0,0,28.04,0,B
2024-09-28,819.72,0,0,50.67,0,A
2024-09-29,797.12,0,0,23.26,0,A
2024-09-30,928.41,0,0,37.97,0,A
2024-10-01,988.87,0,0,33.92,0,C
2024-10-02,925.09,0,0,57.2,0,A
2024-10-03,970.45,0,0,67.21,0,C
2024-10-04,953.41,0,0,23.44,0,B
2024-10-05,837.74,0,0,71.02,0,A
2024-10-06,833.35,0,0,71.65,0,B
2024-10-07,902.7,0,0,40.54,0,C
2024-10-08,997.06,0,0,59.54,0,C
2024-10-09,918.51,0,0,44.16,0,B
2024-10-10,950.93,0,0,29.25,0,B
2024-10-11,861.11,0,0,51.72,0,A
2024-10-12,906.75,0,0,25.18,0,A
2024-10-13,844.44,0,0,72.71,0,B
2024-10-14,981.59,0,0,75.46,0,B
2024-10-15,1018.9,20,1,283.15,0,A
2024-10-16,1118.25,20,1,457.04,0,C
2024-10-17,963.82,0,0,53.46,0,B
2024-10-18,849.07,0,0,79.08,0,A
2024-10-19,846.38,0,0,34.87,0,C
2024-10-20,903.71,0,0,24.56,0,A
2024-10-21,907.29,0,0,53.72,0,C
2024-10-22,915.46,0,0,39.73,0,A
2024-10-23,998.96,0,0,39.34,0,B
2024-10-24,920.46,0,0,20.43,0,B
2024-10-25,876.36,0,0,55.77,0,C
2024-10-26,843.7,0,0,35.84,0,A
2024-10-27,795.18,0,0,31.27,0,C
2024-10-28,862.13,0,0,22.43,0,B
2024-10-29,1010.85,0,0,41.86,0,A
2024-10-30,988.96,0,0,72.74,0,B
2024-10-31,863.72,0,0,40.2,0,C
2024-11-01,1013.55,20,1,233.77,0,B
2024-11-02,918.19,5,1,712.18,0,A
2024-11-03,927.17,20,1,340.82,0,B
2024-11-04,962.02,15,1,528.96,0,B
2024-11-05,2845.42,20,1,455.75,0,A
2024-11-06,1084.75,5,1,677.32,0,A
2024-11-07,1158.74,15,1,493.34,0,C
2024-11-08,1022.45,20,1,500.4,0,A
2024-11-09,2476.75,20,1,793.46,0,B
2024-11-10,907.5,5,1,290.08,0,C
2024-11-11,273.07,20,1,698.42,1,A
2024-11-12,1067.89,5,1,231.05,0,B
2024-11-13,1166.86,15,1,486.59,0,A
2024-11-14,1040.61,10,1,731.8,0,C
2024-11-15,985.23,15,1,599.13,0,B
2024-11-16,188.0,15,1,611.13,0,C
2024-11-17,962.46,5,1,357.99,0,C
2024-11-18,1102.42,15,1,451.14,0,B
2024-11-19,1106.26,20,1,419.95,0,A
2024-11-20,1090.17,10,1,512.87,0,B
2024-11-21,1076.11,10,1,477.34,0,A
2024-11-22,1015.46,20,1,396.14,0,B
2024-11-23,966.23,5,1,383.29,0,A
2024-11-24,868.02,10,1,350.51,0,C
2024-11-25,1016.65,15,1,419.03,0,B
2024-11-26,1060.41,10,1,289.96,0,A
2024-11-27,1074.77,20,1,723.26,0,C
2024-11-28,1041.78,10,1,561.27,0,C
2024-11-29,996.09,20,1,280.27,0,B
2024-11-30,945.47,5,1,616.32,0,A
2024-12-01,970.34,0,0,69.6,0,B
2024-12-02,980.96,0,0,74.54,0,B
2024-12-03,1014.31,0,0,75.93,0,C
2024-12-04,1069.78,0,0,53.86,0,A
2024-12-05,1072.58,0,0,46.53,0,C
2024-12-06,925.15,0,0,62.31,0,A
2024-12-07,887.11,0,0,70.3,0,A
2024-12-08,962.73,0,0,53.78,0,B
2024-12-09,996.74,0,0,62.0,0,A
2024-12-10,1096.47,0,0,64.98,0,B
2024-12-11,1087.53,0,0,60.58,0,B
2024-12-12,1075.36,0,0,64.77,0,A
2024-12-13,937.16,0,0,32.52,0,C
2024-12-14,937.99,0,0,49.9,0,A
2024-12-15,1010.99,10,1,557.11,0,C
2024-12-16,1048.53,10,1,794.75,0,C
2024-12-17,1024.55,0,0,71.36,0,B
2024-12-18,1131.59,0,0,56.6,0,A
2024-12-19,1047.75,0,0,27.75,0,C
2024-12-20,955.91,0,0,68.98,0,A
2024-12-21,951.75,0,0,63.02,0,A
2024-12-22,1018.68,0,0,65.5,0,C
2024-12-23,946.16,0,0,43.52,0,B
2024-12-24,1043.85,0,0,71.25,0,C
2024-12-25,1083.33,0,0,44.84,0,A
2024-12-26,1138.28,0,0,54.23,0,B
2024-12-27,1022.41,0,0,20.04,0,C
2024-12-28,1002.86,0,0,58.69,0,C
2024-12-29,944.64,0,0,63.09,0,B
2024-12-30,1009.97,0,0,54.03,0,C
2024-12-31,1137.42,0,0,49.79,0,A
2025-01-01,1140.64,0,0,68.6,0,B
2025-01-02,1119.0,0,0,60.88,0,A
2025-01-03,1021.33,0,0,36.68,0,C
2025-01-04,1001.13,0,0,77.54,0,C
2025-01-05,1013.43,0,0,62.44,0,C
2025-01-06,1104.01,0,0,79.28,0,C
2025-01-07,1170.08,0,0,78.28,0,A
2025-01-08,1090.7,0,0,75.13,0,B
2025-01-09,1024.22,0,0,65.32,0,C
2025-01-10,1086.71,0,0,56.57,0,A
2025-01-11,1051.94,0,0,30.33,0,B
2025-01-12,982.54,0,0,52.6,0,C
2025-01-13,1014.56,0,0,65.92,0,B
2025-01-14,1157.09,0,0,51.25,0,C
2025-01-15,1333.82,20,1,635.42,0,B
2025-01-16,1259.37,10,1,241.17,0,B
2025-01-17,1083.14,0,0,42.86,0,B
2025-01-18,1007.04,0,0,50.36,0,B
2025-01-19,1003.72,0,0,45.94,0,C
2025-01-20,1103.79,0,0,26.52,0,C
2025-01-21,1156.33,0,0,29.21,0,A
2025-01-22,1147.48,0,0,70.26,0,C
2025-01-23,1227.96,0,0,49.06,0,B
2025-01-24,1148.94,0,0,22.92,0,B
2025-01-25,1081.84,0,0,20.99,0,A
2025-01-26,1018.61,0,0,48.41,0,B
2025-01-27,1153.47,0,0,29.86,0,B
2025-01-28,1211.22,0,0,62.31,0,B
2025-01-29,1221.24,0,0,67.72,0,A
2025-01-30,1210.7,0,0,33.7,0,C
2025-01-31,1119.94,0,0,55.53,0,B
2025-02-01,1081.66,0,0,29.27,0,B
2025-02-02,1095.54,0,0,38.21,0,A
2025-02-03,1150.09,0,0,73.33,0,A
2025-02-04,1128.69,0,0,52.65,0,C
2025-02-05,1221.91,0,0,73.15,0,A
2025-02-06,1153.08,0,0,33.51,0,C
2025-02-07,1057.04,0,0,39.8,0,C
2025-02-08,283.66,0,0,48.26,1,B
2025-02-09,1153.96,0,0,48.8,0,C
2025-02-10,1205.21,0,0,79.86,0,B
2025-02-11,1222.87,0,0,26.87,0,C
2025-02-12,1286.25,0,0,71.12,0,A
2025-02-13,1191.33,0,0,71.82,0,B
2025-02-14,1130.46,0,0,53.19,0,B
2025-02-15,1104.06,10,1,563.72,0,C
2025-02-16,1168.85,10,1,260.72,0,A
2025-02-17,1164.09,0,0,37.55,0,C
2025-02-18,1175.39,0,0,67.95,0,A
2025-02-19,1241.72,0,0,49.9,0,A
2025-02-20,1200.27,0,0,75.55,0,B
2025-02-21,1206.7,0,0,57.36,0,A
2025-02-22,1128.6,0,0,50.86,0,B
2025-02-23,1110.94,0,0,62.66,0,C
2025-02-24,1183.95,0,0,50.24,0,C
2025-02-25,1241.07,0,0,74.27,0,A
2025-02-26,1246.0,0,0,31.07,0,B
2025-02-27,1171.4,0,0,78.4,0,B
2025-02-28,1140.22,0,0,68.73,0,A
2025-03-01,1074.72,0,0,71.64,0,B
2025-03-02,1070.27,0,0,48.97,0,B
2025-03-03,1205.72,0,0,70.23,0,C
2025-03-04,1263.23,0,0,38.41,0,A
2025-03-05,1194.24,0,0,65.72,0,A
2025-03-06,1216.93,0,0,28.43,0,C
2025-03-07,1194.0,0,0,38.42,0,C
2025-03-08,1154.9,0,0,46.74,0,A
2025-03-09,1169.83,0,0,39.34,0,A
2025-03-10,1194.25,0,0,43.22,0,B
2025-03-11,1223.86,0,0,69.21,0,C
2025-03-12,1229.16,0,0,35.4,0,A
2025-03-13,1245.53,0,0,64.72,0,A
2025-03-14,1176.5,0,0,24.42,0,C
2025-03-15,1227.17,5,1,689.44,0,C
2025-03-16,1223.28,5,1,430.01,0,C
2025-03-17,1194.6,0,0,44.1,0,C
2025-03-18,1214.52,0,0,63.35,0,C
2025-03-19,1268.4,0,0,74.91,0,A
2025-03-20,1247.05,0,0,68.04,0,A
2025-03-21,1160.41,0,0,43.43,0,A
2025-03-22,1103.12,0,0,49.05,0,A
2025-03-23,1153.4,0,0,66.76,0,C
2025-03-24,1184.89,0,0,37.56,0,B
2025-03-25,1244.65,0,0,68.23,0,A
2025-03-26,1296.86,0,0,39.68,0,A
2025-03-27,1227.05,0,0,68.36,0,A
2025-03-28,1181.85,0,0,25.21,0,B
2025-03-29,1140.11,0,0,22.66,0,B
2025-03-30,1102.38,0,0,79.86,0,A
2025-03-31,1191.3,0,0,72.17,0,C
2025-04-01,1331.04,0,0,72.97,0,A
2025-04-02,1243.06,0,0,77.08,0,B
2025-04-03,1160.38,0,0,46.3,0,B
2025-04-04,1100.99,0,0,37.21,0,B
2025-04-05,1133.13,0,0,27.8,0,C
2025-04-06,1149.98,0,0,50.07,0,C
2025-04-07,1205.93,0,0,33.2,0,A
2025-04-08,1324.04,0,0,76.13,0,B
2025-04-09,1181.33,0,0,20.24,0,A
2025-04-10,1261.29,0,0,28.59,0,B
2025-04-11,1238.84,0,0,34.79,0,B
2025-04-12,1087.85,0,0,31.94,0,B
2025-04-13,1133.27,0,0,33.55,0,A
2025-04-14,1182.12,0,0,59.36,0,A
2025-04-15,1320.49,10,1,701.98,0,A
2025-04-16,1339.32,10,1,287.5,0,A
2025-04-17,1304.36,0,0,73.42,0,B
2025-04-18,1250.27,0,0,56.15,0,C
2025-04-19,1120.09,0,0,61.67,0,A
2025-04-20,1223.93,0,0,41.93,0,A
2025-04-21,1210.77,0,0,29.58,0,B
2025-04-22,1342.19,0,0,39.24,0,C
2025-04-23,1285.32,0,0,77.86,0,A
2025-04-24,1249.58,0,0,57.31,0,A
2025-04-25,1188.07,0,0,36.65,0,B
2025-04-26,1257.37,0,0,47.05,0,B
2025-04-27,1180.37,0,0,70.13,0,C
2025-04-28,1179.54,0,0,60.11,0,A
2025-04-29,1308.25,0,0,53.64,0,A
2025-04-30,1270.84,0,0,73.11,0,B
2025-05-01,1221.18,0,0,60.35,0,B
2025-05-02,1206.94,0,0,58.56,0,C
2025-05-03,1126.51,0,0,31.39,0,B
2025-05-04,1150.89,0,0,26.38,0,B
2025-05-05,1204.67,0,0,77.91,0,A
2025-05-06,1278.25,0,0,55.93,0,A
2025-05-07,1295.87,0,0,44.94,0,C
2025-05-08,1157.79,0,0,55.34,0,A
2025-05-09,1190.06,0,0,23.71,0,B
2025-05-10,1082.22,0,0,69.33,0,C
2025-05-11,1076.51,0,0,33.0,0,C
2025-05-12,1195.23,0,0,68.27,0,A
2025-05-13,1261.68,0,0,52.06,0,A
2025-05-14,1244.25,0,0,36.59,0,C
2025-05-15,1381.07,20,1,425.17,0,C
2025-05-16,1184.84,10,1,781.96,0,A
2025-05-17,1096.24,0,0,30.59,0,B
2025-05-18,1103.09,0,0,23.11,0,A
2025-05-19,1188.14,0,0,65.35,0,C
2025-05-20,1261.33,0,0,41.0,0,C
2025-05-21,1224.24,0,0,43.36,0,A
2025-05-22,1248.61,0,0,34.82,0,B
2025-05-23,1153.34,0,0,71.55,0,B
2025-05-24,1028.92,0,0,37.84,0,A
2025-05-25,1040.17,0,0,32.61,0,A
2025-05-26,1179.57,0,0,38.55,0,C
2025-05-27,1232.13,0,0,32.19,0,B
2025-05-28,1251.29,0,0,39.06,0,A
2025-05-29,1208.96,0,0,24.98,0,A
2025-05-30,1148.53,0,0,29.51,0,B
2025-05-31,1133.5,0,0,45.02,0,C
2025-06-01,1066.57,0,0,72.77,0,B
2025-06-02,1122.78,0,0,23.44,0,C
2025-06-03,1187.49,0,0,32.76,0,B
2025-06-04,1258.85,0,0,74.5,0,C
2025-06-05,250.45,0,0,73.4,0,C
2025-06-06,1113.66,0,0,60.77,0,A
2025-06-07,984.72,0,0,34.43,0,A
2025-06-08,1031.09,0,0,45.19,0,C
2025-06-09,1126.3,0,0,32.67,0,C
2025-06-10,1198.05,0,0,27.72,0,A
2025-06-11,1218.65,0,0,42.8,0,B
2025-06-12,1192.25,0,0,54.55,0,C
2025-06-13,1106.57,0,0,41.6,0,C
2025-06-14,1116.87,0,0,56.65,0,A
2025-06-15,1110.93,5,1,618.03,0,C
2025-06-16,1237.07,20,1,715.38,0,B
2025-06-17,1230.24,0,0,67.44,0,C
2025-06-18,1163.73,0,0,72.7,0,A
2025-06-19,298.53,0,0,39.32,1,B
2025-06-20,1112.3,0,0,54.29,0,A
2025-06-21,264.12,0,0,36.69,1,B
2025-06-22,1138.99,0,0,23.2,0,A
2025-06-23,1113.48,0,0,64.27,0,B
2025-06-24,1279.94,0,0,30.26,0,C
2025-06-25,1203.03,0,0,45.54,0,B
2025-06-26,1116.16,0,0,49.22,0,A
2025-06-27,1098.01,0,0,31.07,0,B
2025-06-28,1006.9,0,0,25.67,0,B
2025-06-29,1034.38,0,0,40.88,0,C
2025-06-30,1142.97,0,0,77.14,0,A
2025-07-01,1209.14,0,0,56.91,0,A
2025-07-02,1175.06,0,0,42.88,0,B
2025-07-03,1193.42,0,0,22.33,0,C
2025-07-04,1130.77,0,0,56.02,0,B
2025-07-05,1095.4,0,0,25.54,0,A
2025-07-06,1074.21,0,0,52.55,0,A
2025-07-07,1169.04,0,0,65.12,0,C
2025-07-08,274.78,0,0,45.42,1,C
2025-07-09,1175.02,0,0,37.96,0,A
2025-07-10,1107.32,0,0,22.84,0,A
2025-07-11,1075.58,0,0,21.49,0,A
2025-07-12,1004.2,0,0,45.8,0,B
2025-07-13,1035.54,0,0,73.0,0,C
2025-07-14,1176.43,0,0,34.64,0,A
2025-07-15,1204.99,5,1,568.52,0,C
2025-07-16,1279.04,15,1,339.53,0,A
2025-07-17,1121.03,0,0,23.65,0,C
2025-07-18,1062.56,0,0,29.19,0,A
2025-07-19,1015.39,0,0,39.88,0,C
2025-07-20,1047.93,0,0,60.21,0,B
2025-07-21,1136.85,0,0,46.34,0,A
2025-07-22,1217.96,0,0,64.05,0,A
2025-07-23,1178.71,0,0,72.06,0,C
2025-07-24,1144.72,0,0,65.5,0,B
2025-07-25,1004.82,0,0,79.53,0,B
2025-07-26,1001.79,0,0,65.26,0,C
2025-07-27,1057.13,0,0,71.13,0,B
2025-07-28,1115.12,0,0,69.94,0,B
2025-07-29,1149.68,0,0,63.82,0,B
2025-07-30,1190.84,0,0,68.11,0,A
2025-07-31,1130.66,0,0,76.08,0,A
2025-08-01,271.7,0,0,48.51,1,A
2025-08-02,1006.11,0,0,58.3,0,B
2025-08-03,993.97,0,0,50.9,0,B
2025-08-04,1083.78,0,0,71.06,0,C
2025-08-05,1013.03,0,0,45.88,0,C
2025-08-06,1160.82,0,0,69.18,0,A
2025-08-07,954.88,0,0,67.96,0,C
2025-08-08,961.62,0,0,77.71,0,C
2025-08-09,1001.9,0,0,34.94,0,B
2025-08-10,1018.48,0,0,62.58,0,B
2025-08-11,1014.31,0,0,65.42,0,A
2025-08-12,1094.18,0,0,76.18,0,A
2025-08-13,1191.63,0,0,74.41,0,A
2025-08-14,1071.97,0,0,54.41,0,B
2025-08-15,1168.33,10,1,325.57,0,B
2025-08-16,1086.09,20,1,693.76,0,A
2025-08-17,1008.18,0,0,78.5,0,A
2025-08-18,1115.83,0,0,35.3,0,A
2025-08-19,1119.28,0,0,63.48,0,B
2025-08-20,1088.57,0,0,67.75,0,C
2025-08-21,1078.91,0,0,46.47,0,B
2025-08-22,1010.78,0,0,32.67,0,A
2025-08-23,228.33,0,0,31.34,1,A
2025-08-24,974.18,0,0,71.39,0,A
2025-08-25,1015.33,0,0,50.65,0,C
2025-08-26,1142.4,0,0,25.41,0,C
2025-08-27,1123.3,0,0,63.02,0,A
2025-08-28,1065.1,0,0,35.01,0,A
2025-08-29,1003.83,0,0,72.58,0,A
2025-08-30,971.26,0,0,38.57,0,C
2025-08-31,1001.4,0,0,32.02,0,A
2025-09-01,998.24,0,0,25.09,0,C
2025-09-02,1059.73,0,0,50.69,0,B
2025-09-03,1160.21,0,0,47.04,0,A
2025-09-04,1056.54,0,0,65.08,0,C
2025-09-05,945.51,0,0,47.88,0,B
2025-09-06,975.75,0,0,40.63,0,C
2025-09-07,991.22,0,0,35.7,0,A
2025-09-08,973.58,0,0,36.69,0,B
2025-09-09,1108.04,0,0,75.67,0,B
2025-09-10,1141.03,0,0,29.9,0,B
2025-09-11,1085.39,0,0,79.29,0,A
2025-09-12,1023.95,0,0,39.62,0,B
2025-09-13,898.19,0,0,25.3,0,C
2025-09-14,983.25,0,0,34.92,0,C
2025-09-15,1066.07,5,1,544.89,0,A
2025-09-16,1140.55,10,1,480.36,0,C
2025-09-17,1145.54,0,0,50.75,0,C
2025-09-18,1125.93,0,0,40.22,0,A
2025-09-19,1069.99,0,0,59.72,0,A
2025-09-20,1007.36,0,0,57.84,0,C
2025-09-21,966.71,0,0,76.39,0,A
2025-09-22,1047.82,0,0,77.68,0,A
2025-09-23,1126.12,0,0,60.84,0,B
2025-09-24,1116.23,0,0,69.07,0,B
2025-09-25,1073.35,0,0,67.55,0,B
2025-09-26,1030.89,0,0,49.48,0,B
2025-09-27,953.1,0,0,62.27,0,C
2025-09-28,940.08,0,0,24.7,0,C
2025-09-29,1017.5,0,0,65.48,0,A
2025-09-30,1122.88,0,0,77.71,0,A
2025-10-01,1110.77,0,0,25.1,0,A
2025-10-02,1083.58,0,0,70.17,0,B
2025-10-03,1028.03,0,0,75.98,0,B
2025-10-04,941.26,0,0,33.57,0,C
2025-10-05,1003.3,0,0,51.49,0,B
2025-10-06,1052.46,0,0,75.67,0,A
2025-10-07,1051.08,0,0,77.61,0,C
2025-10-08,1171.68,0,0,27.67,0,A
2025-10-09,1051.94,0,0,40.94,0,C
2025-10-10,938.03,0,0,61.89,0,C
2025-10-11,918.39,0,0,33.29,0,C
2025-10-12,935.81,0,0,39.49,0,C
2025-10-13,1041.12,0,0,21.4,0,A
2025-10-14,1091.79,0,0,29.21,0,B
2025-10-15,1214.2,20,1,435.98,0,B
2025-10-16,1158.01,5,1,722.44,0,B
2025-10-17,1023.11,0,0,58.93,0,C
2025-10-18,980.17,0,0,66.7,0,B
2025-10-19,999.23,0,0,44.92,0,A
2025-10-20,1070.58,0,0,36.41,0,C
2025-10-21,1024.41,0,0,20.93,0,B
2025-10-22,1111.22,0,0,32.4,0,C
2025-10-23,996.7,0,0,38.74,0,A
2025-10-24,1016.64,0,0,30.69,0,C
2025-10-25,972.4,0,0,21.21,0,A
2025-10-26,1031.45,0,0,29.45,0,B
2025-10-27,1102.42,0,0,59.97,0,C
2025-10-28,1126.71,0,0,57.78,0,B
2025-10-29,1116.22,0,0,76.14,0,A
2025-10-30,1113.26,0,0,67.89,0,C
2025-10-31,1003.96,0,0,54.07,0,C
2025-11-01,1075.63,20,1,335.84,0,A
2025-11-02,1124.06,15,1,501.91,0,A
2025-11-03,1120.26,10,1,794.52,0,A
2025-11-04,1237.34,15,1,207.28,0,A
2025-11-05,1242.8,10,1,533.89,0,B
2025-11-06,1108.9,5,1,507.37,0,A
2025-11-07,1148.64,10,1,684.47,0,C
2025-11-08,1080.25,10,1,413.17,0,A
2025-11-09,1054.58,5,1,446.2,0,B
2025-11-10,1077.51,5,1,300.76,0,B
2025-11-11,1222.36,20,1,644.49,0,B
2025-11-12,1233.43,15,1,670.83,0,A
2025-11-13,1193.06,10,1,282.0,0,B
2025-11-14,1108.3,20,1,436.07,0,B
2025-11-15,1077.41,5,1,735.74,0,B
2025-11-16,1019.19,10,1,201.62,0,C
2025-11-17,1181.22,20,1,379.26,0,B
2025-11-18,1248.94,15,1,533.03,0,B
2025-11-19,1334.42,10,1,400.46,0,A
2025-11-20,1130.5,10,1,363.23,0,A
2025-11-21,1162.14,5,1,476.02,0,B
2025-11-22,1057.67,5,1,308.91,0,B
2025-11-23,1096.53,5,1,517.78,0,C
2025-11-24,1221.87,20,1,624.02,0,C
2025-11-25,1278.14,15,1,545.18,0,A
2025-11-26,1233.35,10,1,255.87,0,B
2025-11-27,1327.75,20,1,706.65,0,B
2025-11-28,1089.22,5,1,304.99,0,A
2025-11-29,1129.71,5,1,658.89,0,B
2025-11-30,1083.43,10,1,416.34,0,B
2025-12-01,1112.71,0,0,58.56,0,A
2025-12-02,1136.96,0,0,59.16,0,B
2025-12-03,1215.51,0,0,56.49,0,C
2025-12-04,1215.06,0,0,77.55,0,A
2025-12-05,1085.58,0,0,50.5,0,B
2025-12-06,1040.39,0,0,63.94,0,A
2025-12-07,1021.27,0,0,62.33,0,A
2025-12-08,1120.06,0,0,34.18,0,C
2025-12-09,1130.46,0,0,37.0,0,B
2025-12-10,1175.79,0,0,45.44,0,A
2025-12-11,1179.94,0,0,36.66,0,B
2025-12-12,1156.76,0,0,42.0,0,A
2025-12-13,1175.46,0,0,43.46,0,B
2025-12-14,1058.03,0,0,56.23,0,A
2025-12-15,1298.77,15,1,515.06,0,B
2025-12-16,1320.85,15,1,591.67,0,B
2025-12-17,1222.48,0,0,46.25,0,B
2025-12-18,1205.71,0,0,62.37,0,B
2025-12-19,1121.95,0,0,24.89,0,A
2025-12-20,1084.14,0,0,48.2,0,A
2025-12-21,1079.89,0,0,21.69,0,A
2025-12-22,1107.17,0,0,60.55,0,B
2025-12-23,1165.29,0,0,40.62,0,B
2025-12-24,1272.82,0,0,76.96,0,C
2025-12-25,1192.86,0,0,39.45,0,A
2025-12-26,1113.79,0,0,53.83,0,A
2025-12-27,1096.17,0,0,35.44,0,C
2025-12-28,1146.58,0,0,57.21,0,C
2025-12-29,296.62,0,0,48.02,1,C
2025-12-30,1217.7,0,0,42.24,0,A
2025-12-31,1310.36,0,0,32.22,0,A
